4f148046dd9b2957884fc49374875ad11546eb12c0d2f7145357ede32dbf0297,{'subject': 'c:/windows/system32/svchost.exe C:/Windows/System32/svchost.exe -k LocalServiceNetworkRestricted'},460289
8b71202901e337e2f8a552e6b75dd17b11f00ad9ec3b23937d151a7782cb5bc1,{'file': 'c:/program files/mozilla firefox/firefox.exe'},1284
410952838cc5e94bb5871f800490960010be073eda40a8519d0b49edfaa129e1,{'subject': 'c:/windows/system32/conhost.exe /??/C:/Windows/system32/conhost.exe -804551797-87350966-755023795915545797-1878745099146348233521171189791968433718'},460038
cb8f2796befea9006049963db87aad4667a6ac5ad406b689546af7020edb572b,{'subject': 'c:/windows/sysmon.exe C:/Windows/Sysmon.exe'},460040
9f946e71ba46bfbc24e173d960c55d101bd0e103d8aae188f62a36da8c1c6ecf,{'file': 'c:/windows/system32/oobefldr.dll'},115465
39780b0782852b2d9e342be8b40162bc827f92cb8352f5a4e99aa51ebb4ce88a,{'subject': 'c:/windows/system32/svchost.exe C:/Windows/system32/svchost.exe -k netsvcs'},460042
d736099836ccb760e4c3e1628c688c659ec3ca56fdeffcb2a5faf8b9dc919e6c,{'subject': 'c:/program files/wireshark/dumpcap.exe C:/Program Files/Wireshark/dumpcap.exe -n -i /Device/NPF_{DE145F66-537B-427D-820A-707CC694DA57} -f udp port 53 -Z 660'},460535
b101ec1780420c54e4c7ec05ca9546ee6cb57d8c54e1ae25e1191579758e81e2,{'subject': 'c:/windows/system32/consent.exe consent.exe 980 322 02C53388'},460554
c0bfdbe5b89ab5fa8772d2f7afc547d93f6f5b6aabdc02a2f1652a75541c087f,{'subject': 'c:/windows/system32/dllhost.exe C:/Windows/system32/DllHost.exe /Processid:{7A076CE1-4B31-452A-A4F1-0304C8738100}'},460556
c885ffc25fdfd89cf6c1ebf9366aba0272c1d151ec532bee25355c875bcb6d04,{'subject': 'c:/windows/system32/svchost.exe C:/Windows/system32/svchost.exe -k LocalServiceNoNetwork'},460557
fff738e1bdb4a275215441a89051b9f09c0bb04675b3054119fad0c6be18a1f9,{'subject': 'c:/windows/system32/dllhost.exe C:/Windows/system32/DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}'},460555
