0E6354B8-3DC3-11E8-A5CA-3FA3753A265A	{'netflow': '10.0.6.23:123 10.0.4.1:123'}	106347
116F0CFD-3DC3-11E8-A5CA-3FA3753A265A	{'netflow': '128.55.12.73:22 128.55.12.122:55422'}	106363
1AD39F36-3DC3-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:143 128.55.12.55:49262'}	106379
119717A5-3DC3-11E8-A5CA-3FA3753A265A	{'netflow': '128.55.12.73:25 128.55.12.55:49268'}	106406
0D0743CD-3DC3-11E8-A5CA-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.253:67'}	109779
0CFF1503-3DC3-11E8-A5CA-3FA3753A265A	{'netflow': 'localhost:-1 10.0.6.253:67'}	109780
AF9A9022-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112892
D39CD229-3E59-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:143 128.55.12.166:59603'}	112894
D3A512C6-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112895
D3A6D239-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112897
D3E5AFAB-3E59-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:143 128.55.12.166:56616'}	112899
D3EDCCB5-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112900
D411B775-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112902
D411B7ED-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112903
F0D2F214-3E59-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:143 128.55.12.166:33674'}	112906
F0D2F8E2-3E59-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:143 128.55.12.166:35366'}	112907
F0E1B685-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112908
F0E1B6E5-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112909
F11A8EC2-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112912
F11A9CD9-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112914
F1EC0AD7-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112917
F7D6D129-3E59-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112919
1BDE4B99-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112924
1FDBF460-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:25 128.55.12.67:60630'}	112926
20F83E0F-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': '127.0.0.1:24992 127.0.0.1:512'}	112927
210AD7EB-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': '127.0.0.1:52674 127.0.0.1:512'}	112929
2113CAA3-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:143 128.55.12.67:60631'}	112931
21206B2D-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112932
3FEF2573-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112934
63FEE8BC-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112936
8811B981-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112938
8A214CFB-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:143 128.55.12.110:35290'}	112940
8A294E26-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112941
8A4AE22F-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112943
9571D754-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:143 128.55.12.110:35291'}	112945
9579FF8D-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112946
958432E9-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': 'localhost:-1 128.55.12.10:53'}	112948
95898607-3E5A-11E8-A5CB-3FA3753A265A	{'netflow': '128.55.12.73:143 128.55.12.110:35292'}	112950
